ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Test,QA,Production,Performance,Domain Controller,IIS,Exchange,Database,Notes
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv6.SegmentsRetransmittedPerSec.Collection,Rule,TCPv6 Segments Retransmitted Per Second,The rule collects TCPv6\Segments Retransmitted/sec performance counter.,Enabled,bool,FALSE,FALSE,FALSE,,TRUE,,TRUE,TRUE,TRUE,Best used in conjuction with Segments Sent. Higher than about 2% retransmission and you probably have some sort of network congestion and user experience may be affected. 
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv6.SegmentsRetransmittedPerSec.Collection,Rule,TCPv6 Segments Retransmitted Per Second,The rule collects TCPv6\Segments Retransmitted/sec performance counter.,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv6.SegmentsRetransmittedPerSec.Collection,Rule,TCPv6 Segments Retransmitted Per Second,The rule collects TCPv6\Segments Retransmitted/sec performance counter.,MaximumSampleSeparation,int,100,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv6.SegmentsRetransmittedPerSec.Collection,Rule,TCPv6 Segments Retransmitted Per Second,The rule collects TCPv6\Segments Retransmitted/sec performance counter.,Frequency,int,600,1800,1200,600,300,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPercentCommittedBytesInUse.Collection,Rule,Memory % Committed Bytes in Use Windows Server 2016 and 1709+,Collects the performance counter Memory\% Committed Bytes in Use,Enabled,bool,FALSE,,,,,,,TRUE,TRUE,Indicates when physical memory has been reserved in the page file ready to be written to disk. If over 80% indicates that the system is under stress and likely needs more memory/increased page file size (1.5x total memory?). Especially useful for memory intensive applications like SQL and Exchange.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPercentCommittedBytesInUse.Collection,Rule,Memory % Committed Bytes in Use Windows Server 2016 and 1709+,Collects the performance counter Memory\% Committed Bytes in Use,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPercentCommittedBytesInUse.Collection,Rule,Memory % Committed Bytes in Use Windows Server 2016 and 1709+,Collects the performance counter Memory\% Committed Bytes in Use,MaximumSampleSeparation,int,6,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPercentCommittedBytesInUse.Collection,Rule,Memory % Committed Bytes in Use Windows Server 2016 and 1709+,Collects the performance counter Memory\% Committed Bytes in Use,Frequency,int,600,1800,1200,600,300,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryAvailableMBytes.Collection,Rule,Memory Available Megabytes Windows Server 2016 and 1709+,Collects the performance counter Memory\Available MBytes,Enabled,bool,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Useful across pretty much every possible scenario. Ideally should remain about 5% of total RAM.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryAvailableMBytes.Collection,Rule,Memory Available Megabytes Windows Server 2016 and 1709+,Collects the performance counter Memory\Available MBytes,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryAvailableMBytes.Collection,Rule,Memory Available Megabytes Windows Server 2016 and 1709+,Collects the performance counter Memory\Available MBytes,MaximumSampleSeparation,int,6,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryAvailableMBytes.Collection,Rule,Memory Available Megabytes Windows Server 2016 and 1709+,Collects the performance counter Memory\Available MBytes,Frequency,int,600,1800,1200,600,300,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AverageDiskReadQueueLength.Collection,Rule,Average Logical Disk Read Queue Length Windows Server 2016 and 1709+,The average number of read requests that were queued for the selected disk during the sample interval.,Enabled,bool,FALSE,,,,TRUE,,,,TRUE,Generally you want this below 2 per 'spindle'.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AverageDiskReadQueueLength.Collection,Rule,Average Logical Disk Read Queue Length Windows Server 2016 and 1709+,The average number of read requests that were queued for the selected disk during the sample interval.,Tolerance,double,15,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AverageDiskReadQueueLength.Collection,Rule,Average Logical Disk Read Queue Length Windows Server 2016 and 1709+,The average number of read requests that were queued for the selected disk during the sample interval.,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AverageDiskReadQueueLength.Collection,Rule,Average Logical Disk Read Queue Length Windows Server 2016 and 1709+,The average number of read requests that were queued for the selected disk during the sample interval.,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPoolPagedResidentBytes.Collection,Rule,Pool Paged Resident Bytes,Collects the performance counter Memory\Pool Paged Resident Bytes,Enabled,bool,FALSE,,,,TRUE,,,,,An area of system memory used for objects that can never be written to disk and must remain in physical memory. Can be used as part of capacity planning when used with Pool Paged Bytes (Paged Bytes / Resident Bytes). As this approaches 0 you can add additional memory to deal with this.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPoolPagedResidentBytes.Collection,Rule,Pool Paged Resident Bytes,Collects the performance counter Memory\Pool Paged Resident Bytes,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPoolPagedResidentBytes.Collection,Rule,Pool Paged Resident Bytes,Collects the performance counter Memory\Pool Paged Resident Bytes,MaximumSampleSeparation,int,6,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPoolPagedResidentBytes.Collection,Rule,Pool Paged Resident Bytes,Collects the performance counter Memory\Pool Paged Resident Bytes,Frequency,int,600,1800,1200,600,300,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPagesOutputPerSec.Collection,Rule,Pages Output Per Second,Collects the performance counter Memory\Pages Output/sec,Enabled,bool,FALSE,,,,TRUE,,,,TRUE,"How quickly pages are written to disk to free up memory. What is a problematic level depends largely on the underlying disks and application. Use with Page faults/sec, if both are high this can be a sign that you need more memory."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPagesOutputPerSec.Collection,Rule,Pages Output Per Second,Collects the performance counter Memory\Pages Output/sec,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPagesOutputPerSec.Collection,Rule,Pages Output Per Second,Collects the performance counter Memory\Pages Output/sec,MaximumSampleSeparation,int,6,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPagesOutputPerSec.Collection,Rule,Pages Output Per Second,Collects the performance counter Memory\Pages Output/sec,Frequency,int,600,1800,1200,600,300,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPoolPagedBytes.Collection,Rule,Memory Pool Paged Bytes Windows Server 2016 and 1709+,Collects the performance counter Memory\Pool Paged Bytes,Enabled,bool,TRUE,FALSE,,,TRUE,,,TRUE,,An area of system memory used for objects that can be written to disk when not in use. Can be used as part of capacity planning when used with Pool Paged Resident Bytes (Paged Bytes / Resident Bytes). As this approaches 0 you can add additional memory to deal with this.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPoolPagedBytes.Collection,Rule,Memory Pool Paged Bytes Windows Server 2016 and 1709+,Collects the performance counter Memory\Pool Paged Bytes,Tolerance,double,2000000,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPoolPagedBytes.Collection,Rule,Memory Pool Paged Bytes Windows Server 2016 and 1709+,Collects the performance counter Memory\Pool Paged Bytes,MaximumSampleSeparation,int,6,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPoolPagedBytes.Collection,Rule,Memory Pool Paged Bytes Windows Server 2016 and 1709+,Collects the performance counter Memory\Pool Paged Bytes,Frequency,int,600,1800,1200,600,300,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.DiskBytesPerSec.Collection,Rule,Physical Disk Disk Bytes per Second Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Disk Bytes/sec.,Enabled,bool,FALSE,,,,TRUE,,,,,"Physical disks not discovered by default. Total of read/write bytes per second. Generally not as useful as IOPS metrics (or individual read/write byte metrics), however can help provide insight into how your storage arrays handle certain workloads if these can be isolated."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.DiskBytesPerSec.Collection,Rule,Physical Disk Disk Bytes per Second Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Disk Bytes/sec.,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.DiskBytesPerSec.Collection,Rule,Physical Disk Disk Bytes per Second Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Disk Bytes/sec.,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.DiskBytesPerSec.Collection,Rule,Physical Disk Disk Bytes per Second Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Disk Bytes/sec.,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.ServiceOrDriverFailedToStart.Collection,Rule,Collection rule for Service or Driver Failed to Start events,Collection rule for events indicating a service or driver has failed to start.,Enabled,bool,FALSE,,,,,,,,,"Event collection rule (7000, 7001, 7002, 7003, 7008, 7022, 7023, 7025, 7026, 7038, 7041 Service Control Manager:System). Probably only useful if you are actually running reports on these. This one can wind up collecting a LOT of events."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPageReadsPerSec.Collection,Rule,Memory Page Reads per Second Windows Server 2016 and 1709+,Collects the performance counter Memory\Page Reads/Sec.,Enabled,bool,FALSE,,,,TRUE,,,,TRUE,"Page reads are typically expensive performance wise and so generally want to be minimised. Can indicate that the system is experiencing a memory bottleneck. On SQL servers this can sometimes indicate that there are ineficciencies in the design (inefficient queries, small cache, indexing problems, etc.). Like writes it's generally accepted that this should be less than 90."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPageReadsPerSec.Collection,Rule,Memory Page Reads per Second Windows Server 2016 and 1709+,Collects the performance counter Memory\Page Reads/Sec.,Tolerance,double,250,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPageReadsPerSec.Collection,Rule,Memory Page Reads per Second Windows Server 2016 and 1709+,Collects the performance counter Memory\Page Reads/Sec.,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPageReadsPerSec.Collection,Rule,Memory Page Reads per Second Windows Server 2016 and 1709+,Collects the performance counter Memory\Page Reads/Sec.,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemorySystemCacheResidentBytes.Collection,Rule,System Cache Resident Bytes,Collects the performance counter Memory\System Cache Resident Bytes,Enabled,bool,FALSE,,,,TRUE,,,,,The pageable operating system code in the filesystem cache as opposed to in physical memory. If this is high and Available Mbytes is low you may need to do further investigation.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemorySystemCacheResidentBytes.Collection,Rule,System Cache Resident Bytes,Collects the performance counter Memory\System Cache Resident Bytes,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemorySystemCacheResidentBytes.Collection,Rule,System Cache Resident Bytes,Collects the performance counter Memory\System Cache Resident Bytes,MaximumSampleSeparation,int,6,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemorySystemCacheResidentBytes.Collection,Rule,System Cache Resident Bytes,Collects the performance counter Memory\System Cache Resident Bytes,Frequency,int,600,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.SystemProcessorQueueLength.Collection,Rule,System Processor Queue Length Windows Server 2016 and 1709+,Collection rule for the performance counter System\Processor Queue Length.,Enabled,bool,TRUE,FALSE,,,TRUE,,TRUE,TRUE,TRUE,"Extended periods of time over 2 per processor (some say 5, for example in the context of a busy SQL server) and % Total Processor time greater than 80% can indicate CPU bottleneck. Spikes are to be expected."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.SystemProcessorQueueLength.Collection,Rule,System Processor Queue Length Windows Server 2016 and 1709+,Collection rule for the performance counter System\Processor Queue Length.,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.SystemProcessorQueueLength.Collection,Rule,System Processor Queue Length Windows Server 2016 and 1709+,Collection rule for the performance counter System\Processor Queue Length.,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.SystemProcessorQueueLength.Collection,Rule,System Processor Queue Length Windows Server 2016 and 1709+,Collection rule for the performance counter System\Processor Queue Length.,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalProcessor.PercentInterruptTime.Collection,Rule,Logical Processor Information % Interrupt Time Windows Server 2016 and 1709+,Collects the performance counter Processor Information\% Interrupt Time,Enabled,bool,FALSE,,,,TRUE,,,,,"Individual processors not discovered by default. The amount of time that a processor spends handling high priority interrupts. Depends on server config, but a sharp rise in this without an increase in system activity usually indicates a hardware problem. Use with % DPC time and Total % to help diagnose processor bottlenecks or application/hardware issues. If total % is high (~85-90%) and % interrupt and % DPC is above ~ 15-25%, probably a performance bottleneck that could be addressed with adding compute. If total % normal/low and % interrupt or % DPC above ~ 15-25% performance issues could be because of hardware, driver, or application related issues."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalProcessor.PercentInterruptTime.Collection,Rule,Logical Processor Information % Interrupt Time Windows Server 2016 and 1709+,Collects the performance counter Processor Information\% Interrupt Time,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalProcessor.PercentInterruptTime.Collection,Rule,Logical Processor Information % Interrupt Time Windows Server 2016 and 1709+,Collects the performance counter Processor Information\% Interrupt Time,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalProcessor.PercentInterruptTime.Collection,Rule,Logical Processor Information % Interrupt Time Windows Server 2016 and 1709+,Collects the performance counter Processor Information\% Interrupt Time,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AvgDiskSecPerWrite.Collection,Rule,Collection Rule for Average Disk Seconds Per Write Windows Server 2016 and 1709+,Collects the performance counter LogicalDisk\Avg Disk Sec Per Write,Enabled,bool,FALSE,,,,TRUE,TRUE,,TRUE,TRUE,Higher than 4 ms is generally considered pretty bad. Look at the disk read/write bytes to determine what type of disk activity is causing the load. If high across all or most disks you might have issues on disk comminication channels. A single disk is likely to have something specifically wrong with that disk.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AvgDiskSecPerWrite.Collection,Rule,Collection Rule for Average Disk Seconds Per Write Windows Server 2016 and 1709+,Collects the performance counter LogicalDisk\Avg Disk Sec Per Write,Tolerance,double,0.026,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AvgDiskSecPerWrite.Collection,Rule,Collection Rule for Average Disk Seconds Per Write Windows Server 2016 and 1709+,Collects the performance counter LogicalDisk\Avg Disk Sec Per Write,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AvgDiskSecPerWrite.Collection,Rule,Collection Rule for Average Disk Seconds Per Write Windows Server 2016 and 1709+,Collects the performance counter LogicalDisk\Avg Disk Sec Per Write,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPoolNonPagedBytes.Collection,Rule,Memory Pool Non-paged Bytes Windows Server 2016 and 1709+,Collects the performance counter Memory\Pool Nonpaged Bytes,Enabled,bool,TRUE,FALSE,,,TRUE,,,TRUE,,An area of physical memorey used for objects that cannot be written to disk and must remain in memory. If this is consistently higher than 80% you might need to think about adding more memory.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPoolNonPagedBytes.Collection,Rule,Memory Pool Non-paged Bytes Windows Server 2016 and 1709+,Collects the performance counter Memory\Pool Nonpaged Bytes,Tolerance,double,2000000,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPoolNonPagedBytes.Collection,Rule,Memory Pool Non-paged Bytes Windows Server 2016 and 1709+,Collects the performance counter Memory\Pool Nonpaged Bytes,MaximumSampleSeparation,int,6,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPoolNonPagedBytes.Collection,Rule,Memory Pool Non-paged Bytes Windows Server 2016 and 1709+,Collects the performance counter Memory\Pool Nonpaged Bytes,Frequency,int,600,1800,1200,600,300,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.PageFilePercentUsage.Collection,Rule,Page File Percentage Use Windows Server 2016 and 1709+,Collection rule for the performance counter Paging File\% Usage,Enabled,bool,FALSE,,,,TRUE,,,,TRUE,Use rate of individual page files. High usage doesn't necisarrily indicate a problem as long as the system is not approaching the commit limit. If reaching these conditions making more memory available is worthwhile.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.PageFilePercentUsage.Collection,Rule,Page File Percentage Use Windows Server 2016 and 1709+,Collection rule for the performance counter Paging File\% Usage,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.PageFilePercentUsage.Collection,Rule,Page File Percentage Use Windows Server 2016 and 1709+,Collection rule for the performance counter Paging File\% Usage,MaximumSampleSeparation,int,6,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.PageFilePercentUsage.Collection,Rule,Page File Percentage Use Windows Server 2016 and 1709+,Collection rule for the performance counter Paging File\% Usage,Frequency,int,600,1800,1200,600,300,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.CleanShutdown.Collection,Rule,Collection Rule for Windows Clean Restart Events,This rule collects the events indicating a clean Windows shutdown.,Enabled,bool,FALSE,,,,,,,,,Event collection rule (6006 Eventlog:System). Probably only useful if you are actually running reports on these.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.PerfCounterDataRequestTimeOut.Alert,Rule,Too many requests for performance counter data have failed,Too many requests for performance counter data have timed out and failed.,Enabled,bool,TRUE,,,,,,,,,Alert generation rule (1015 Perflib:Application) Performance monitoring is likely broken until this is fixed.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.PerfCounterDataRequestTimeOut.Alert,Rule,Too many requests for performance counter data have failed,Too many requests for performance counter data have timed out and failed.,Severity,int,2,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.PerfCounterDataRequestTimeOut.Alert,Rule,Too many requests for performance counter data have failed,Too many requests for performance counter data have timed out and failed.,Priority,int,1,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.DiskReadBytesPerSec.Collection,Rule,Disk Read Bytes Per Second Windows Server 2016 and 1709+ (Logical Disk),The rate at which bytes are transferred from the disk during read operations.,Enabled,bool,FALSE,,,,TRUE,,,,,Disk read throughput per second. Generally not as useful as IOPS metrics however can help provide insight into how your storage arrays handle certain workloads if these can be isolated. You might want to look at read/write bytes to try and determine the source of high load on a disk.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.DiskReadBytesPerSec.Collection,Rule,Disk Read Bytes Per Second Windows Server 2016 and 1709+ (Logical Disk),The rate at which bytes are transferred from the disk during read operations.,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.DiskReadBytesPerSec.Collection,Rule,Disk Read Bytes Per Second Windows Server 2016 and 1709+ (Logical Disk),The rate at which bytes are transferred from the disk during read operations.,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.DiskReadBytesPerSec.Collection,Rule,Disk Read Bytes Per Second Windows Server 2016 and 1709+ (Logical Disk),The rate at which bytes are transferred from the disk during read operations.,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPagesInputPerSec.Collection,Rule,Pages Input Per Second,Collects the performance counter Memory\Pages Input/sec,Enabled,bool,FALSE,,,,TRUE,,,,,How quickly pages are read from disk. If this and Pages/sec are consistently high you might benefit from adding more memory.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPagesInputPerSec.Collection,Rule,Pages Input Per Second,Collects the performance counter Memory\Pages Input/sec,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPagesInputPerSec.Collection,Rule,Pages Input Per Second,Collects the performance counter Memory\Pages Input/sec,MaximumSampleSeparation,int,6,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPagesInputPerSec.Collection,Rule,Pages Input Per Second,Collects the performance counter Memory\Pages Input/sec,Frequency,int,600,1800,1200,600,300,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AvgDiskSecPerTransfer.Collection,Rule,Collection Rule for Average Disk Seconds Per Transfer Windows Server 2016 and 1709+,Collects the performance counter LogicalDisk\Avg Disk Sec Per Transfer,Enabled,bool,TRUE,FALSE,,,TRUE,TRUE,TRUE,TRUE,TRUE,Lower is better. Over 20ms is generally bad. Look at the disk read/write bytes to determine what type of disk activity is causing the load. If high across all or most disks you might have issues on disk comminication channels. A single disk is likely to have something specifically wrong with that disk.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AvgDiskSecPerTransfer.Collection,Rule,Collection Rule for Average Disk Seconds Per Transfer Windows Server 2016 and 1709+,Collects the performance counter LogicalDisk\Avg Disk Sec Per Transfer,Tolerance,double,0.026,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AvgDiskSecPerTransfer.Collection,Rule,Collection Rule for Average Disk Seconds Per Transfer Windows Server 2016 and 1709+,Collects the performance counter LogicalDisk\Avg Disk Sec Per Transfer,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AvgDiskSecPerTransfer.Collection,Rule,Collection Rule for Average Disk Seconds Per Transfer Windows Server 2016 and 1709+,Collects the performance counter LogicalDisk\Avg Disk Sec Per Transfer,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPagesPerSec.Collection,Rule,Memory Pages per Second Windows Server 2016 and 1709+,Collects the performance counter Memory\Pages Reads/Sec.,Enabled,bool,TRUE,FALSE,FALSE,,TRUE,,TRUE,,TRUE,The rate pages are read or written to disk to resolve hard page faults. Good levels depends a lot on your storage but as a general rule of thumb greater than 40 on a slower disk or 300 on faster disks investigation might be warranted. High pages and low available memory could indicate a memory bottleneck.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPagesPerSec.Collection,Rule,Memory Pages per Second Windows Server 2016 and 1709+,Collects the performance counter Memory\Pages Reads/Sec.,Tolerance,double,250,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPagesPerSec.Collection,Rule,Memory Pages per Second Windows Server 2016 and 1709+,Collects the performance counter Memory\Pages Reads/Sec.,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPagesPerSec.Collection,Rule,Memory Pages per Second Windows Server 2016 and 1709+,Collects the performance counter Memory\Pages Reads/Sec.,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.ShareConfigurationInvalid.Alert,Rule,A Share Configuration is Invalid,A share was detected as having invalid configuration.,Enabled,bool,FALSE,,,,,,,,,"Alert generation rule (2507, 2511 Server:System). Various different causes and reasons. Probably only useful for actual fileservers."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.ShareConfigurationInvalid.Alert,Rule,A Share Configuration is Invalid,A share was detected as having invalid configuration.,Severity,int,1,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.ShareConfigurationInvalid.Alert,Rule,A Share Configuration is Invalid,A share was detected as having invalid configuration.,Priority,int,1,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.NTFSFileSystemCorrupt.Alert,Rule,Windows Server 2016 and 1709+ NTFS File System Corrupt Rule,This rule generates alerts base on system events that indicates a NTFS File System Corruption.,Enabled,bool,TRUE,FALSE,,,,,,,,Alert generation rule (98 Microsoft-Windows-Ntfs:System). Various different causes and reasons.
